Sex,Race,State,Ethnicity,Age Group,First Year,Last Year,Cause of Death,Year,Deaths,Population,Crude Rate,Age-Adjusted Rate
Females,All Races,Pennsylvania,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,18,857873,2.1,2.047142635
Females,All Races,Pennsylvania,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,13,856497,1.52,1.466685684
Females,All Races,Pennsylvania,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,11,851793,1.29,1.227486531
Females,All Races,Pennsylvania,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,12,844417,1.42,1.323159595
Females,All Races,Pennsylvania,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,22,837006,2.63,2.568631399
Females,All Races,Pennsylvania,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,21,828525,2.53,2.466432593
Females,All Races,Pennsylvania,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,17,816256,2.08,2.000989975
Females,All Races,Pennsylvania,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,19,804320,2.36,2.255366399
Females,All Races,Pennsylvania,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,21,793620,2.65,2.590643105
Females,All Races,Pennsylvania,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,13,785217,1.66,1.590913944
Females,All Races,Pennsylvania,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,23,777345,2.96,2.893846364
Females,All Races,Pennsylvania,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,28,771786,3.63,3.583256834
Females,All Races,Pennsylvania,Both,Ages 10 to 19,1999,2016,Suicide Injury,,S,14905550,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,73318,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,75170,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,76445,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,77624,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,78175,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,78685,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,77749,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,77154,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,75858,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,75210,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,74104,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,72830,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,71157,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,70099,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,68933,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,68293,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,P,67610,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,P,66966,.,.
Males,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,,65,1325380,4.9,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,70272,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,72066,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,73088,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,74416,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,74948,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,75626,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,75145,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,74780,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,73794,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,72867,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,72353,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,71040,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,69459,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,68494,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,67396,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,66954,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,P,66368,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,P,65998,.,.
Females,All Races,Rhode Island,Both,Ages 10 to 19,1999,2016,Suicide Injury,,19,1285064,1.48,.
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,31,296358,10.46,10.32107906
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,22,300858,7.31,7.246137426
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,17,304391,5.58,5.562228466
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,14,307442,4.55,4.53964782
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,15,309462,4.85,4.834385845
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,24,312131,7.69,7.587787431
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,22,314332,7,6.83576136
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,18,316658,5.68,5.491587001
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,12,319030,3.76,3.576225771
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,29,321150,9.03,8.537856362
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,19,322026,5.9,5.581817839
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,26,320416,8.11,7.821199191
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,29,317421,9.14,8.868523808
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,21,315209,6.66,6.562183771
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,26,314206,8.27,8.081668884
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,35,314270,11.14,11.0035974
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,25,316643,7.9,7.750294709
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,31,319365,9.71,9.501405915
Males,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,,416,5641368,7.37,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,284830,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,287960,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,289986,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,292481,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,295698,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,298468,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,299656,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,302186,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,303785,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,305741,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,306508,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,305859,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,302083,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,300314,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,299626,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,300861,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,P,303297,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,P,306442,.,.
Females,All Races,South Carolina,Both,Ages 10 to 19,1999,2016,Suicide Injury,,92,5385781,1.71,.
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,16,63029,25.39,24.68758
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,11,62852,17.5,17.1410067
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,11,62792,17.52,16.83763758
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,61954,.,.
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,61270,.,.
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,15,60671,24.72,23.87030037
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,14,59449,23.55,22.89713993
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,13,58775,22.12,21.42140048
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,58337,.,.
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,15,57736,25.98,24.86416412
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,17,57441,29.6,28.69685538
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,13,57360,22.66,22.05407201
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,57817,.,.
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,10,57497,17.39,17.07111771
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,17,57791,29.42,28.92762872
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,58190,.,.
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,10,58562,17.08,16.85298936
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,15,59219,25.33,25.14088345
Males,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,,215,1070742,20.08,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,59648,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,59384,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,59297,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,58605,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,57950,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,57173,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,56355,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,55946,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,55358,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,54963,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,54452,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,54228,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,54270,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,54050,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,54269,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,P,54681,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,16,54811,29.19,29.19905578
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,P,55461,.,.
Females,All Races,South Dakota,Both,Ages 10 to 19,1999,2016,Suicide Injury,,81,1010901,8.01,.
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,29,401911,7.22,7.137560405
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,41,406817,10.08,10.04173726
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,34,410115,8.29,8.347306927
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,30,413090,7.26,7.376277971
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,25,416728,6,6.072173033
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,35,420598,8.32,8.389180136
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,32,425763,7.52,7.496738399
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,36,430858,8.36,8.24429248
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,29,434307,6.68,6.547461092
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,23,436881,5.26,5.180437312
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,29,438131,6.62,6.465981598
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,28,438042,6.39,6.295739423
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,27,434519,6.21,6.132451278
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,33,431908,7.64,7.60032523
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,41,429506,9.55,9.528617419
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,40,428635,9.33,9.303720874
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,42,428361,9.8,9.76421498
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,49,429723,11.4,11.30577143
Males,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,,603,7655893,7.88,.
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,381865,.,.
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,386233,.,.
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,387582,.,.
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,390851,.,.
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,395277,.,.
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,10,399146,2.51,2.517593592
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,403853,.,.
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,409283,.,.
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,412666,.,.
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,416385,.,.
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,16,417793,3.83,3.755195083
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,418087,.,.
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,414110,.,.
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,412211,.,.
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,P,410673,.,.
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,12,410236,2.93,2.928491438
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,12,410736,2.92,2.918549787
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,17,412618,4.12,4.114241583
Females,All Races,Tennessee,Both,Ages 10 to 19,1999,2016,Suicide Injury,,138,7289605,1.89,.
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,123,1662790,7.4,7.325937444
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,159,1688775,9.42,9.348852904
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,127,1718856,7.39,7.333519011
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,141,1742221,8.09,8.047081568
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,142,1759829,8.07,8.045890423
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,122,1779269,6.86,6.836757292
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,137,1794939,7.63,7.576573032
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,124,1832254,6.77,6.710582877
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,118,1856950,6.35,6.272636697
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,109,1883540,5.79,5.711240991
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,153,1911682,8,7.91362003
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,125,1931552,6.47,6.426676321
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,153,1949635,7.85,7.844462394
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,146,1958770,7.45,7.48628445
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,140,1972510,7.1,7.145554607
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,162,1993810,8.13,8.187499316
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,143,2018241,7.09,7.130004912
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,187,2041486,9.16,9.196965126
Males,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,,2511,33497109,7.5,.
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,21,1568119,1.34,1.337028916
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,24,1592752,1.51,1.508387184
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,30,1616681,1.86,1.860505764
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,31,1638781,1.89,1.90157221
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,43,1660539,2.59,2.605832687
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,33,1681622,1.96,1.974118947
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,27,1698329,1.59,1.592629512
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,29,1733640,1.67,1.672140868
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,28,1758828,1.59,1.584591717
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,29,1784825,1.62,1.61287362
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,39,1814079,2.15,2.138083253
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,38,1833455,2.07,2.068437174
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,28,1849167,1.51,1.52181973
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,34,1861803,1.83,1.840396038
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,49,1881586,2.6,2.636758116
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,58,1906719,3.04,3.059876375
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,64,1932929,3.31,3.346573788
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,67,1958164,3.42,3.446844656
Females,All Races,Texas,Both,Ages 10 to 19,1999,2016,Suicide Injury,,672,31772018,2.12,.
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,26,207768,12.51,11.86394722
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,27,207739,13,12.55773135
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,31,208342,14.88,14.49992865
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,26,207387,12.54,12.22255272
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,26,206387,12.6,12.35726075
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,23,205895,11.17,11.03666389
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,19,207921,9.14,9.0396244
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,16,211202,7.58,7.478277684
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,21,216191,9.71,9.625581547
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,22,220915,9.96,9.933857144
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,19,225821,8.41,8.48270245
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,26,228890,11.36,11.48851412
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,20,231713,8.63,8.801580698
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,31,234496,13.22,13.72030929
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,35,239375,14.62,14.98018289
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,40,242786,16.48,17.16476598
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,51,247689,20.59,21.09940207
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,38,253153,15.01,15.40409399
Males,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,,497,4003670,12.41,.
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,203213,.,.
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,203132,.,.
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,202453,.,.
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,201121,.,.
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,199818,.,.
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,199204,.,.
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,201103,.,.
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,203818,.,.
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,208177,.,.
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,212445,.,.
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,10,217137,4.61,4.57063002
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,220151,.,.
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,221857,.,.
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2012,P,223893,.,.
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2013,11,228663,4.81,4.930185363
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2014,22,232193,9.47,9.728309831
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2015,14,237019,5.91,6.058484336
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,2016,13,242338,5.36,5.426203618
Females,All Races,Utah,Both,Ages 10 to 19,1999,2016,Suicide Injury,,140,3857735,3.63,.
Males,All Races,Vermont,Both,Ages 10 to 19,1999,2016,Suicide Injury,1999,P,46557,.,.
Males,All Races,Vermont,Both,Ages 10 to 19,1999,2016,Suicide Injury,2000,P,47108,.,.
Males,All Races,Vermont,Both,Ages 10 to 19,1999,2016,Suicide Injury,2001,P,47902,.,.
Males,All Races,Vermont,Both,Ages 10 to 19,1999,2016,Suicide Injury,2002,P,48197,.,.
Males,All Races,Vermont,Both,Ages 10 to 19,1999,2016,Suicide Injury,2003,P,48131,.,.
Males,All Races,Vermont,Both,Ages 10 to 19,1999,2016,Suicide Injury,2004,P,47761,.,.
Males,All Races,Vermont,Both,Ages 10 to 19,1999,2016,Suicide Injury,2005,P,47199,.,.
Males,All Races,Vermont,Both,Ages 10 to 19,1999,2016,Suicide Injury,2006,P,46535,.,.
Males,All Races,Vermont,Both,Ages 10 to 19,1999,2016,Suicide Injury,2007,P,45632,.,.
Males,All Races,Vermont,Both,Ages 10 to 19,1999,2016,Suicide Injury,2008,P,44635,.,.
Males,All Races,Vermont,Both,Ages 10 to 19,1999,2016,Suicide Injury,2009,P,43660,.,.
Males,All Races,Vermont,Both,Ages 10 to 19,1999,2016,Suicide Injury,2010,P,43010,.,.
Males,All Races,Vermont,Both,Ages 10 to 19,1999,2016,Suicide Injury,2011,P,42652,.,.
